Property Name,Property Type,Property Tag,Title,Complex Name,Address,Latitude,Longitude,Pincode,Super Area (sqft),Area per Square (Rs/Sqft),Price (lakh),Owner Type,Owner Name,Age of Construction,Floor,Facing,District,State
,Residential,Sale,2 BHK Owner Residential House,Ramesh Nagar,"1B/57 Ramesh Nagar New Delhi 110015, Ramesh Nagar, New Delhi - West, Delhi NCR
",28.6527061,77.1316308,110015,650,"5,692",37,Owner,Aman Manocha,5 to 10 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,Dwarka Mor,"Dwarka Mor, New Delhi - West, Delhi NCR
",28.6192985,77.0333266,110043,222,"8,108",18,Owner,vijay gupta,,"1 (Out of 1 Floors)
",,West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Lajpat Nagar 1,"B 38., Lajpat Nagar 1, New Delhi - South, Delhi NCR
",28.574079,77.2387749999999,110024,,855000,190,Owner,Ashish Sharma,,"2 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,2 BHK Residential House - 600 Sq-ft,"JVTS Gardens,Chhattarpur","Chhattarpur, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR
",28.4958562,77.1848253999999,110074,600,"3,333",20,Owner,aditi,Less than 5 years,"1 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Mahavir Enclave Part 1,"mahavir enclave part 1 near dashrathpuri metro station, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR
",28.601484,77.0824492999999,110045,900,"12,778",114.999999999999,Owner,Rudra Singh,15 to 20 years,,,South West Delhi,Delhi
,Residential,Sale,4 BHKResidential House,berhampur,"Suraj Vihar 4TH Lane, berhampur ganjam odisha, Bhubaneswar, Odisha/Orissa
",28.6123209,77.0316186,110078,1500,"3,000",45,Owner,Sitarani Panda,5 to 10 years,"2 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,Rohini Sector 38,"Rajeev Nagar Begumpur OPp Rohini sector 22, Sector 38 Rohini, New Delhi - Rohini, Delhi NCR
",28.7250664,77.0568062,110081,275,"5,818",16,Owner,Bhavya Gyan,,,,New Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Dwarka Mor,"Dwarka Mor, New Delhi - West, Delhi NCR
",28.6192985,77.0333266,110043,65,"9,402",55,Owner,Trishna,,"Ground (Out of 1 Floors)
",,West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Rohini Sector 5,"Sector 5 Rohini, New Delhi - Rohini, Delhi NCR
",28.7163042,77.1032094999999,110085,96,"5,613",58,Owner,parul marwah,,"1 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Ganesh Nagar, Tilak Nagar","Ganesh Nagar, New Delhi - West, Delhi NCR
",28.6389315,77.0866810999999,110018,675,"6,667",45,Owner,Satbir,,"3 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Sangam Vihar,"Ratiya marg, gali no. 10- Sangam Vihar, Sangam Vihar, New Delhi - South, Delhi NCR
",28.5074125,77.2495711,110062,40,"85,000",34,Owner,sandeep kumar,,"Ground (Out of 2 Floors)
",,South Delhi,Delhi
,Residential,Sale,2 BHKResidential House,"Derawal Nagar, Model Town","Derawal Nagar, New Delhi - North, Delhi NCR
",28.694362,77.189099,110009,139,"9,992",125,Owner,Vishal sharma,,,,North Delhi,Delhi
,Residential,Sale,6 BHK Residential House - 320 Sq-yrd,"Jai Dev Park,Jaidev Park, Punjabi Bagh","5/3, Jaidev Park, East Punjabi Bagh, Jaidev Park, New Delhi - West, Delhi NCR
",28.6702366,77.1496794,110026,320,"57,292",1650,Owner,Sanjeev Garg,Above 20 years,"Ground (Out of 2 Floors)
",East,West Delhi,Delhi
,Residential,Sale,4 BHK Residential House - 120 Sq-yrd,"DDA Janta Flats,Tri Nagar","tri nagar, Tri Nagar, New Delhi - North, Delhi NCR
",28.680902,77.1547425,110035,120,"5,370",58,Owner,Nishtha,,,,North West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,"Uttam Nagar East, Uttam Nagar","v-43, sector-A, bagweti viher, Uttam Nagar East, New Delhi - West, Delhi NCR
",28.6146921,77.0517467,110059,267,"7,116",19,Owner,preeti,15 to 20 years,"1 (Out of 1 Floors)
",,West Delhi,Delhi
,Residential,Sale,6 BHK Residential House - 500 Sq-yrd,"DLF City Phase I,Sector 26","Dlf phase 1., Sector 26, Gurgaon, Delhi NCR
",28.4756705,77.1031524999999,122002,500,"13,333",600,Owner,naveen,,"2 (Out of 3 Floors)
",North - East,Gurgaon,Delhi
,Residential,Sale,1 BHK Owner Residential House,"Palam Colony, Palam","Palam Colony, New Delhi - Dwarka, Delhi NCR
",28.5900637,77.0887827999999,110045,,900000,25,Owner,reeta azad,5 to 10 years,,,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Rohini Sector 5,"Sector 5 Rohini, New Delhi - Rohini, Delhi NCR
",28.7163042,77.1032094999999,110085,26,"2,15,385",56,Owner,parul marwah,10 to 15 years,"3 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Mangolpuri Industrial Area Phase 1,"Mangolpuri Industrial Area Phase 1, New Delhi - West, Delhi NCR
",28.6860623999999,77.0874065,110083,25,"10,667",24,Owner,Harendra,10 to 15 years,"3 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,"Mohan Garden, Razapur Khurd","near Gandhi chowk, Mohan Garden, New Delhi - West, Delhi NCR
",28.6352099,77.0321256,110066,,"9,259",30,Owner,puneet,New Construction,"1 (Out of 1 Floors)
",,West Delhi,Delhi
,Residential,Sale,4 BHK Residential House - 160 Sq-yrd,"DDA Flats Pocket E,Sarita Vihar Pocket E","57., Sarita Vihar Pocket E, New Delhi - South, Delhi NCR
",28.5301155,77.3001324999999,110076,160,"1,09,375",175,Owner,AKG,10 to 15 years,"Ground (Out of 1 Floors)
",,South East Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Trilokpuri,"house no 147 block no 36 trilok puri delhi 110091, Trilokpuri, New Delhi - East, Delhi NCR
",28.6077622,77.3053264999999,110091,25,"20,000",45,Owner,Ravi kumar,10 to 15 years,,,East Delhi,Delhi
,Residential,Sale,2 BHK Residential House - 703 Sq-ft,"Taj Sartaj CGHS Ltd,Geeta Colony","Geeta Colony, New Delhi, Geeta Colony, New Delhi - East, Delhi NCR
",28.6539087,77.2712102,110031,703,"13,513",95,Owner,Ahmed,15 to 20 years,"1 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,6 BHK Owner Residential House,"Vijay Vihar, Rohini","Block f phase 1., Vijay Vihar, New Delhi - Rohini, Delhi NCR
",28.7115115,77.0981769999999,110085,,725004,58,Owner,tanisha,New Construction,"1 (Out of 2 Floors)
",,North West Delhi,Delhi
,Residential,Sale,4 BHK Residential House - 1000 Sq-ft,"DDA Block IA,Ashok Vihar Phase 1","IA block 2nd and 3rd floor, Ashok Vihar Phase 1, New Delhi - North, Delhi NCR
",28.6918279,77.1677924,110052,,"18,000",180,Owner,Suraj Khosla,Above 20 years,"2 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,7 BHK Owner Residential House,"Sagarpur West, Sagarpur","Sagarpur West, New Delhi - West, Delhi NCR
",28.6043035,77.0954823,110046,100,"13,333",120,Owner,Vikash Singh,5 to 10 years,,,South West Delhi,Delhi
,Residential,Sale,4 BHK Residential House - 1850 Sq-ft,"Kohinoor Apartment,Kalkaji Extention","Kalkaji Main Rd, Pocket A-10, Kalkaji Extension, Block A 11, Kalkaji Extension, Govindpuri, New Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR
",28.5302047,77.2619277,110019,1850,"6,757",125,Owner,Jitendera,,,,South East Delhi,Delhi
,Residential,Sale,2 BHK Residential House - 750 Sq-ft,"Adarsh Apartment,Rohini Sector 9","Sec - 9, Rohini, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.7161663,77.1240672,110085,750,"28,000",210,Owner,Tanuj Kumar,,,,North West Delhi,Delhi
,Residential,Sale,1 BHKResidential House,"DDA Janta Flats Jasola,Jasola","PARVEEN BOBY, C-810, POCKET - 11, JASOLA VIHAR, NEW DELHI, Jasola, New Delhi - South, Delhi NCR
",28.562147,77.285702,110025,500,"6,000",30,Owner,L K Bhatnagar,,"1 (Out of 4 Floors)
",East,South East Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Dwarka Mor,"Dwarka Mor, New Delhi - West, Delhi NCR
",28.6192985,77.0333266,110043,532,"12,218",65,Owner,Harish Arya,Less than 5 years,"1 (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Najafgarh,"Najafgarh, New Delhi - West, Delhi NCR
",28.6090126,76.9854526,110043,464,"4,095",19,Owner,Hari Om,,"Ground (Out of 2 Floors)
",,South West Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,"Sagarpur East, Sagarpur","Near by radha rosai palam kaliash puri road, Sagarpur East, New Delhi - West, Delhi NCR
",28.5948741,77.0969194,110045,25,"11,111",25,Owner,neeraj,,"1 (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,2 BHK Residential House - 312 Sq-ft,"DDA Flat,Bindapur","Bindapur, New Delhi - West, Delhi NCR
",28.6104122,77.0686161999999,110059,312,"15,865",49.5,Owner,Narayan ganguly,,"2 (Out of 2 Floors)
",,South West Delhi,Delhi
,Residential,Sale,5 BHKResidential House,Raj Nagar 2,"Raj Nagar 2, New Delhi - South, Delhi NCR
",28.5770319,77.0780316,110077,2000,"3,300",66,Owner,Rahul,,"3 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHK Residential House - 250 Sq-yrd,"RWA Flats,D Block-Saket","D Block-Saket, New Delhi, Delhi NCR
",28.5205014,77.2139292,110017,250,"51,111",1150,Owner,Rana,10 to 15 years,"Ground (Out of 2 Floors)
",East,South Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,Rohini Sector 6,"C-4/289 sector 6 rohini., Sector 6 Rohini, New Delhi - Rohini, Delhi NCR
",28.710534,77.1092151,110085,32,"1,09,375",35,Owner,Bhavya Arora,10 to 15 years,"2 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Najafgarh,"Najafgarh, New Delhi - West, Delhi NCR
",28.6090126,76.9854526,110043,1040,"4,808",50,Owner,Ashok Kumar,5 to 10 years,"Ground (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,Hari Nagar,"Hari Nagar, New Delhi - West, Delhi NCR
",28.6248596,77.1108680999999,110064,480,"5,833",28,Owner,Arpit Bhatnagar,5 to 10 years,"Ground (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,Rohini Sector 7,"Sector 7 Rohini, New Delhi - Rohini, Delhi NCR
",28.7080569,77.1179540999999,110085,80,"93,750",75,Owner,Tarun,5 to 10 years,"1 (Out of 2 Floors)
",,North West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,"Uttam Nagar East, Uttam Nagar","Vijay Vihar, Uttam Nagar East, New Delhi - West, Delhi NCR
",28.6190347,77.0640016,110059,450,"15,556",70,Owner,Rohit,10 to 15 years,"Ground (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Mehrauli,"Ward Number 6, Mehrauli, New Delhi-110030, Mehrauli, New Delhi - South, Delhi NCR
",28.5183768,77.1771787999999,110030,127,"35,433",45,Owner,Ankit,10 to 15 years,"1 (Out of 2 Floors)
",,South Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Janakpuri,"Janakpuri, New Delhi - West, Delhi NCR
",28.621899,77.0878384999999,110058,325,"51,282",1500,Owner,Garry,Less than 5 years,,,West Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,"Moti Nagar, Kirti Nagar","B block Sudershan Park, Moti Nagar, New Delhi - West, Delhi NCR
",28.6615203,77.1343296,110015,,"5,618",25,Owner,Hitesh Batra,15 to 20 years,,,West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Shyam Vihar 1, Najafgarh","Shyam Vihar Phase-1, New Delhi - West, Delhi NCR
",28.5955938,77.0031863,110043,150,"4,815",65,Owner,k abreu,,"Ground (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Talimabad, Sangam Vihar","Talimabad, New Delhi - South, Delhi NCR
",28.5048895,77.2534469,110062,22,"61,364",13.5,Owner,Pankaj,5 to 10 years,"1 (Out of 2 Floors)
",,South Delhi,Delhi
,Residential,Sale,9 BHK Owner Residential House,Civil Lines,"C-19, Civil Lines, New Delhi - North, Delhi NCR
",28.6814284,77.2226866,110054,,,800,Owner,Manoj Khandelwal,15 to 20 years,"3 (Out of 3 Floors)
",,Central Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,Mehrauli,"Mehrauli, New Delhi - South, Delhi NCR
",28.5204637,77.1786659999999,110030,60,"11,111",60,Owner,Arvind Sharma,,"3 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Narela,"Narela, New Delhi - North, Delhi NCR
",28.8548818,77.0892150999999,110040,910,"5,714",52,Owner,Lalit Lowan,,"1 (Out of 2 Floors)
",,North Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Fateh Nagar, Janakpuri","Fateh Nagar, New Delhi - West, Delhi NCR
",28.6303737,77.1005699999999,110018,55,"63,636",35,Owner,Sunil Kumar,,"2 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Mohan Garden, Razapur Khurd","R2/121., Mohan Garden, New Delhi - West, Delhi NCR
",28.6210604,77.0404561999999,110059,,"9,028",65,Owner,AJIT SINGH,5 to 10 years,"Ground (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Vasant Vihar,"New Delhi-South, Vasant Vihar, New Delhi - South, Delhi NCR
",28.560257,77.1617358,110070,100,"1,50,000",150,Owner,Yogesh Kumar,Above 20 years,"1 (Out of 1 Floors)
",,New Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,"Jeevan Park, Bindapur","c 36 ground floor, Jeevan Park, New Delhi - West, Delhi NCR
",28.5599431,77.2570162999999,110020,455,"4,396",20,Owner,sumit kumar,,"Ground (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Najafgarh,"Najafgarh, New Delhi - West, Delhi NCR
",28.6090126,76.9854526,110043,75,"53,333",40,Owner,tinu,New Construction,"2 (Out of 2 Floors)
",,South West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,Kamla Nagar,"530 mukeem pura sabzi mandi clock tower, Kamla Nagar, New Delhi - North, Delhi NCR
",28.6763305,77.2025216,110007,720,"3,708",26.7,Owner,Nisha Gupta,New Construction,"1 (Out of 5 Floors)
",,North Delhi,Delhi
,Residential,Sale,5 BHK Owner Residential House,Krishna Nagar,"74 chandu park street number 3 near krishna nagar delhi 110051, Krishna Nagar, New Delhi - East, Delhi NCR
",28.6530191,77.2832021999999,110051,180,"15,432",250,Owner,Dev Kalia,Above 20 years,,,East Delhi,Delhi
,Residential,Sale,1 BHKResidential House,"50 Gaz ka plot hai Mandi, New Delhi mein","New Delhi, Delhi NCR
",28.6139391,77.2090212,110011,50,"30,000",15,Owner,Vicky,,"Ground (Out of 1 Floors)
",,New Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,Burari,"B block, gali no. 12, indraprastha colony, amrit vihar, burari, Burari, New Delhi - North, Delhi NCR
",28.7656803,77.1737694,110084,450,"5,556",25,Owner,D.S. Bisht,5 to 10 years,"1 (Out of 1 Floors)
",,North West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,"Vaishali, Pitampura","Gali No.-3, Vaishali, Dabri-Palam Road, Vaishali, New Delhi - North, Delhi NCR
",28.6095388,77.0843053999999,110046,1800,"16,666",300,Owner,B N Nagpal,Above 20 years,"Ground (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,4 BHK Owner Residential House,Uttam Nagar West,"Uttam Nagar West, New Delhi - West, Delhi NCR
",28.6217542,77.0558111,110059,250,"15,200",38,Owner,Ashish,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHKResidential House,Veer Bazar Sangam Vihar,"G Block, New Delhi, Delhi NCR
",28.4667985,77.1370409,110047,390,"8,205",32,Owner,Dinesh Kashyap,Less than 5 years,"2 (Out of 2 Floors)
",,South Delhi,Delhi
,Residential,Sale,3 BHKResidential House,Laxmi Nagar,"Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6275609,77.2784080999999,110092,900,"8,333",75,Owner,Vikas,,,,East Delhi,Delhi
,Residential,Sale,Residential House,Pitampura,"Pitampura, New Delhi - North, Delhi NCR
",28.6989703,77.1387225,110034,,,150,Owner,dalip,,,,North West Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,Najafgarh,"Najafgarh, New Delhi - West, Delhi NCR
",28.6090126,76.9854526,110043,500,"1,900",9.5,Owner,Manish Katariya,Less than 5 years,,,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Vikash Nagar,"Vikash Nagar, New Delhi - West, Delhi NCR
",28.6392345,77.0289341999999,110059,50,"5,556",25,Owner,sunny sharma,Less than 5 years,"Ground (Out of 1 Floors)
",,West Delhi,Delhi
,Residential,Sale,3 BHKResidential House,Nirmal vihar Najafgarh,"Plot no-94c nirmal Vihar Najafgarh New, New Delhi, Delhi NCR
",28.6292307,76.9880677,110043,300,"7,000",21,Owner,Sandeep,5 to 10 years,"3 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,"Ajay Enclave, Ashok Nagar","Ajay Enclave Extension, Ajay Enclave, New Delhi - West, Delhi NCR
",28.6398775,77.1069143999999,110018,400,"13,750",55,Owner,Kapil dev Shukla,15 to 20 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,5 BHK Owner Residential House,Najafgarh,"Najafgarh, New Delhi - West, Delhi NCR
",28.6090126,76.9854526,110043,161,"83,851",135,Owner,Vikram singh,5 to 10 years,"Ground (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Balbir Nagar, Shahdara","Balbir Nagar, New Delhi - North, Delhi NCR
",28.6837177,77.2904377999999,110032,286,"17,483",50,Owner,Anjali,New Construction,"1 (Out of 2 Floors)
",,Shahdara,Delhi
,Residential,Sale,2 BHK Owner Residential House,Sangam Vihar,"k- block ratiya marg Sangam vihar, Sangam Vihar, New Delhi - South, Delhi NCR
",28.5010649,77.2467717,110080,,"56,000",14,Owner,Sandeep,Less than 5 years,"1 (Out of 2 Floors)
",,South Delhi,Delhi
,Residential,Sale,5 BHK Owner Residential House,"Krishna Nagar East, Krishna Nagar","118 shiv piri ext, Krishna Nagar East, New Delhi - East, Delhi NCR
",28.6591439,77.2882833,110051,1600,"4,688",75,Owner,pravin arora,5 to 10 years,"Ground (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,Uttam Nagar,"Wz 130 phase 1 om vihar., Uttam Nagar, New Delhi - West, Delhi NCR
",28.6248069,77.0526579,110059,360,"12,222",44,Owner,Vineet,5 to 10 years,"Ground (Out of 2 Floors)
",,South West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,"Kbool Nagar, Shahdara","Kabool Nagar, New Delhi - North, Delhi NCR
",28.6568015999999,77.1425193,110015,580,"10,345",60,Owner,Madhav,5 to 10 years,"Ground (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Sale,8 BHK Owner Residential House,"Raghubir Nagar, Tagore Garden Extension","Raghubir Nagar, New Delhi - West, Delhi NCR
",28.6570269,77.1114927999999,110027,160,"25,000",40,Owner,Kumar,,"Ground (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Uttam Nagar,"Uttam Nagar, New Delhi - West, Delhi NCR
",28.6195574,77.0549901,110059,540,"11,667",63,Owner,Devansh Dutt,10 to 15 years,,,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Uttam Nagar West,"Uttam Nagar West, New Delhi - West, Delhi NCR
",28.6217542,77.0558111,110059,450,"11,111",50,Owner,Rhythm chauhan,10 to 15 years,"Ground (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHKResidential House,Uttam Nagar home,"bhagwati Vihar Uttam Nagar, New Delhi, Delhi NCR
",28.6125163,77.0632821,110059,60,"7,407",40,Owner,Sahil Kumar,5 to 10 years,"1 (Out of 1 Floors)
",,West Delhi,Delhi
,Residential,Sale,2 BHK Owner Residential House,Priti Nagar,"8A Shyam Vihar Colony New Power House Fajullaganj Sitapur Rode Lucknow, Priti Nagar, Lucknow, Uttar Pradesh
",28.594452,77.0028174999999,110043,700,"2,786",19.5,Owner,Amit Kashyap,Less than 5 years,"1 (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,"Shiv Nagar, Janakpuri","Shiv Nagar, New Delhi - West, Delhi NCR
",28.629508,77.0945777,110058,1200,"11,667",140,Owner,Kanwal jit Singh,,"2 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi - North, Delhi NCR
",28.687416,77.1836533,110052,192,"10,417",180,Owner,Sanjay,5 to 10 years,"Ground (Out of 4 Floors)
",,Central Delhi,Delhi
,Residential,Sale,3 BHK Residential House - 360 Sq-ft,"Maurya Enclave,Pitampura","dp 166, Pitampura, New Delhi - North, Delhi NCR
",28.6989703,77.1387225,110034,360,"41,667",150,Owner,Sam San,5 to 10 years,"Ground (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,3 BHK Owner Residential House,Karol Bagh,"55 model basti new Delhi 110005, Karol Bagh, New Delhi - Central, Delhi NCR
",28.650514,77.187341,110005,134,"41,459",500,Owner,Raj Kumar,Above 20 years,"Ground (Out of 3 Floors)
",,Central Delhi,Delhi
,Residential,Sale,1 BHK Owner Residential House,Uttam Nagar West,"Wz-57A, Om vihar phase 2, Uttam Nagar West, New Delhi - West, Delhi NCR
",28.615546,77.048705,110059,48,258507,13.5,Owner,Dolly,5 to 10 years,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
